month,department,budget_revenue,actual_revenue,budget_expense,actual_expense
2023-03,Finance,117278,108726,48325,37496
2023-12,Operations,88488,75454,36942,37456
2024-03,Finance,348421,331435,184223,217066
2023-10,Sales,226113,219611,97077,88757
2024-08,Sales,654509,620557,231121,268091
2024-07,IT,251744,253410,149765,123643
2024-04,Finance,121121,119979,54263,59056
2023-11,Marketing,536110,550956,178403,194357
2023-08,Operations,573121,637982,287180,321730
2023-03,Finance,386234,413719,201517,181114
2024-11,IT,159777,178079,71910,58811
2023-07,Operations,575922,517334,284469,329673
2024-11,HR,329052,308968,115761,95048
2023-07,IT,464526,500959,190630,178117
2024-02,Finance,392797,424447,136908,172333
2023-02,Marketing,255219,234435,106214,114231
2023-10,HR,766932,823217,359568,397435
2024-07,IT,301917,267732,130658,149434
2023-09,Finance,247675,261972,118379,134758
2024-04,Sales,272584,271723,122806,128554
2024-07,Finance,285814,238331,112994,103365
2024-06,Sales,166107,157454,56978,82766
2023-09,Sales,552845,697619,207760,209028
2024-04,IT,782724,801770,281948,310046
2024-01,Finance,686724,876296,351758,392569
2023-10,Finance,343275,283795,187424,181812
2024-08,Sales,463602,505367,239272,235957
2024-02,Operations,492997,343066,243106,309531
2023-12,HR,373904,373893,146703,137776
2024-07,Marketing,554962,596998,284859,316724
2023-07,Finance,379514,417672,182745,216439
2024-11,HR,441985,399593,138813,141294
2024-03,HR,104470,117496,59786,61933
2024-04,Operations,365427,342022,118393,141306
2023-08,HR,704551,690677,317620,326957
2023-10,Finance,564633,535272,256298,189255
2023-04,IT,183425,158411,101085,128942
2024-07,IT,326022,387433,187110,169087
2024-07,HR,429887,432364,250152,270744
2024-09,Finance,126668,143195,59648,50839
2024-03,Finance,582491,655515,293408,285593
2024-02,Sales,584610,516705,190907,187953
2023-01,Operations,501991,575249,224076,241133
2024-04,Marketing,85925,91115,48922,44931
2023-10,Sales,563986,493539,246297,331866
2024-07,Marketing,596535,628665,191415,201690
2024-10,Finance,682218,598471,245729,290490
2023-03,IT,266850,318292,114439,120008
2023-05,Sales,431640,473791,160250,192234
2023-09,HR,203594,201855,85038,62494
2024-06,HR,225666,259916,90241,85213
2023-11,Marketing,549404,445105,217387,211241
2024-04,Finance,401105,365037,131301,127429
2023-02,IT,84723,82156,47852,53967
2023-12,Marketing,579279,734689,294164,334780
2024-10,IT,540378,470962,263171,273406
2023-06,Operations,197139,156749,95009,99056
2023-11,IT,63763,52711,26713,37827
2023-08,HR,495171,549018,270855,297585
2023-12,Sales,619151,575003,358495,256760
2023-02,Sales,329552,323260,99420,115875
2023-09,Sales,730536,797409,236518,268192
2024-03,IT,216169,212068,108623,132943
2023-02,HR,232922,238628,86372,98443
2023-01,IT,234918,250005,134728,123180
2023-10,Finance,164177,155692,82125,97194
2023-02,HR,741154,726362,304234,323977
2023-12,HR,768684,791002,326371,393905
2024-11,IT,401911,443782,203875,261405
2023-08,IT,728787,659490,249455,257367
2023-05,Sales,612680,390602,346178,408964
2024-10,HR,305055,329932,91953,110807
2023-01,Sales,633278,703778,375967,403718
2024-03,Finance,494068,505927,173068,232553
2023-06,Operations,525354,542267,274567,331356
2023-12,Sales,271070,252713,84567,81369
2023-08,IT,730662,774517,313767,341695
2024-01,Marketing,73536,81064,35966,42404
2024-07,Operations,317729,319883,102012,136493
2023-01,Finance,293481,381217,127073,145260
2023-11,IT,505173,410377,197492,215941
2024-08,Operations,631498,643847,283841,351841
2023-01,IT,263803,226627,119073,121106
2023-08,Sales,261445,289048,140021,126229
2023-05,IT,293769,238018,99015,114418
2024-05,Finance,448672,376852,145735,144754
2023-08,Marketing,434509,401493,182740,266318
2023-10,Sales,234933,242427,133032,144731
2023-02,Sales,584063,542327,325078,375946
2023-09,Finance,770241,716129,360471,344520
2024-12,Finance,571626,559217,323901,401536
2024-11,Operations,414485,402436,224486,234802
2023-03,Marketing,353986,417170,135711,139961
2024-06,IT,263423,285105,92469,95698
2023-07,Operations,258834,248752,101035,86515
2024-03,IT,172863,216362,63636,64426
2024-09,IT,407752,431809,198500,224687
2024-10,IT,683766,604260,325110,266002
2024-08,Operations,105700,108953,50686,60987
2024-06,Sales,576827,613894,205806,207812
2023-03,Finance,682897,626547,367097,398927
2024-11,Sales,214230,187172,92137,65868
2024-02,Marketing,770978,778976,340568,369089
2024-12,Operations,632112,604787,378691,338370
2023-02,Marketing,288344,339523,110920,110618
2024-02,Finance,303156,330118,126792,103320
2024-10,Finance,458336,423093,230515,211547
2023-11,HR,584234,614095,329580,337973
2024-04,Marketing,698416,804613,236088,238268
2023-08,Sales,436160,363209,227027,268500
2023-07,Marketing,650715,570850,374476,288267
2023-11,Operations,76111,76008,32490,33864
2023-03,Finance,757756,760993,292507,302784
2024-05,Finance,345434,343270,173864,170617
2024-02,Marketing,739822,712231,276561,252505
2023-06,Marketing,527388,506752,219017,266177
2023-08,IT,61801,64650,35169,47729
2024-10,Marketing,441486,501560,210632,167008
2023-05,IT,204782,192963,67269,61307
2023-08,Operations,549989,710920,219395,197311
2023-02,Operations,671445,829424,327785,330332
2024-03,Sales,295907,343107,131515,162865
2023-12,Marketing,615204,661158,306434,346010
2024-05,Sales,636834,790284,336523,345582
2023-01,HR,86388,83380,38372,40384
2024-03,Operations,126167,113561,75206,75367
2024-02,Finance,407508,381787,234073,271711
2024-08,IT,124667,109662,39640,46737
2024-10,HR,315853,320469,120001,136644
2024-04,Finance,623042,645458,243087,175148
2023-09,HR,293291,300359,104202,109617
2023-01,Sales,278802,278386,109737,112153
2024-05,Sales,714775,726196,305527,366233
2024-01,IT,492062,594587,155228,168556
2024-09,Operations,522282,561143,176630,200212
2024-09,IT,581760,646161,191325,186676
2023-05,Finance,769090,786698,241413,287501
2023-10,HR,86131,69432,38280,47278
2023-06,IT,659231,515738,263785,212597
2024-12,Marketing,395881,494826,229862,196663
2024-07,Marketing,471164,441094,155874,181494
2024-01,Operations,227980,211107,131729,134909
2023-01,IT,755195,777457,246166,296459
2024-08,Finance,301267,321165,146345,158970
2024-03,Marketing,340105,367729,127307,146903
2024-02,Operations,566712,687382,310581,291298
2023-08,IT,97083,114566,30915,34036
2023-10,Operations,495278,447081,290110,319525
2023-09,Finance,621470,693714,195251,184837
2024-05,Marketing,177987,169783,66270,79540
2023-09,Marketing,111852,110006,49131,37619
2023-03,Marketing,281560,244597,148330,160367
2023-11,Sales,204147,162670,119494,102273
2023-12,Marketing,56531,56316,24218,21715
2023-10,HR,270389,239370,142547,170756
2024-05,Sales,356167,395821,184547,163326
2024-05,IT,216308,209012,101956,89586
2023-11,Sales,352203,365245,178664,203149
2024-10,Sales,90023,104796,28034,24764
2023-04,Sales,545440,448223,235888,283709
2023-07,Operations,248547,226934,133161,152694
2024-09,HR,217696,222421,96279,89862
2024-02,Finance,738178,765861,414893,496650
2023-07,Marketing,565034,639855,310820,235979
2024-12,Sales,735460,811990,411147,460843
2023-08,Finance,247968,250852,84060,72549
2023-01,Operations,417253,432444,155736,151298
2024-12,Finance,700970,728818,216515,212443
2024-10,Sales,599229,493545,356445,442779
2023-04,IT,675637,662958,250554,244242
2023-12,HR,502563,517547,206115,213990
2024-12,Finance,126629,133596,48432,47670
2023-03,Sales,214097,190348,66785,60280
2024-01,Sales,541564,459107,204915,183492
2024-08,Marketing,264326,256886,87084,95470
2023-06,IT,718949,888681,300725,314570
2023-11,Marketing,246058,221868,145185,169050
2024-11,IT,162784,185715,82934,84069
2023-04,HR,416533,495744,213294,217250
2024-08,Marketing,443450,445869,193323,225194
2024-04,HR,458271,420884,249020,247571
2023-07,Operations,118743,126050,67978,56697
2024-10,Operations,563468,576652,331581,390314
2023-11,IT,780505,700040,257330,244059
2024-12,IT,661297,609017,372900,395286
2023-01,Marketing,685154,722446,251811,240737
2023-07,Operations,139471,155093,58463,52857
2023-12,Finance,759517,730097,306573,234587
2023-07,Finance,794770,788176,399402,439691
2024-11,Finance,300942,325088,144264,78034
2023-07,Operations,785080,768830,261220,325154
2023-10,Finance,538295,518959,287905,346868
2024-04,HR,509402,463229,220007,200992
2023-08,Sales,114430,103819,34405,44321
2023-09,IT,536080,707768,227486,309180
2023-09,Marketing,112306,109661,51087,51546
2023-02,HR,128655,149729,41254,45859
2024-01,Finance,123180,148072,42539,45535
2024-01,Sales,100262,98053,59963,76575
2024-11,Marketing,386333,403413,216871,182411
2024-11,HR,392096,396917,133311,135429
2023-04,Marketing,533649,430408,252999,300539
2024-12,IT,627950,511002,259828,304526
2023-12,Operations,248482,249938,115077,120091
2024-05,Finance,626479,594535,276377,347916
2023-02,HR,781325,958677,245683,266571
2024-01,HR,193285,187797,76275,81389
2024-06,Sales,754347,930948,254709,294075
2024-03,Sales,765143,721402,341782,355749
2023-08,Sales,111353,136904,63715,67381
2024-03,Marketing,413688,438828,247658,230794
2023-01,Finance,196874,210181,114831,171099
2024-08,Marketing,262730,246595,156510,153221
2023-10,Finance,562167,601085,171221,198511
2023-12,HR,241718,290817,125411,167587
2023-05,Marketing,530405,521186,202553,171881
2023-09,Marketing,794997,762618,444948,507986
2024-11,Marketing,510161,495054,277588,292431
2023-08,Operations,355532,424652,151848,200319
2024-04,IT,739960,815911,327046,298795
2024-02,Finance,634978,745287,240991,225847
2024-01,Finance,448952,465848,173583,180962
2024-11,Marketing,570027,572716,338796,330655
2024-09,Operations,224943,236386,127465,125056
2024-01,Marketing,762146,860020,272513,369054
2023-05,Finance,693933,673354,265538,283875
2024-04,IT,603109,702164,200590,187009
2023-11,IT,446429,466027,266366,264101
2024-10,HR,158659,112845,90778,100830
2023-05,Operations,734855,812763,342170,376594
2024-01,IT,383888,325277,194964,187830
2023-11,Operations,452860,499550,237472,191353
2024-07,Marketing,691729,766561,249813,260409
2023-03,HR,781989,812945,453866,471276
2024-03,Finance,323407,344506,148127,141176
2023-07,IT,106480,120520,34897,43340
2023-07,IT,771201,725333,323229,367248
2023-06,Sales,542904,594594,260862,279180
2023-03,Finance,723318,824266,293556,292350
2024-01,IT,771768,934773,393417,515358
2023-07,IT,661786,573971,373654,327630
2023-05,Finance,354707,372095,188550,183932
2024-11,HR,591702,523432,291589,286382
2024-06,Operations,434596,382239,197153,215851
2024-10,Finance,387606,404305,145871,167625
2023-08,Operations,236955,239157,103427,87862
2024-05,HR,611498,695517,237191,224693
2024-08,HR,720650,690713,418126,467108
2023-01,Marketing,177710,174851,101684,96622
2024-02,Sales,67660,69377,23460,23219
2024-05,HR,448024,401689,244973,263565
2023-10,HR,144148,131640,73641,66498
2023-12,Operations,221571,251246,131294,143326
2024-04,HR,471231,440188,206866,236216
2024-02,Finance,83351,95178,43063,45464
2024-04,Marketing,492878,528797,224439,283647
2023-08,Marketing,433503,352999,139076,161163
2024-11,Finance,124674,132608,39151,40868
2023-10,IT,86241,91648,29031,29082
2024-05,HR,444414,466968,172813,226939
2024-06,Sales,405127,398229,153030,145498
2024-08,HR,414443,367690,214887,216858
2024-04,Marketing,414983,482021,213623,211172
2024-05,Sales,612927,605455,362496,402251
2024-04,IT,397367,355242,156211,216863
2024-07,Operations,117983,124459,68611,74580
2024-12,Operations,176164,160461,85237,85380
2024-12,HR,434571,385077,194945,210209
2023-08,HR,548364,523656,274375,234061
2023-06,Sales,329818,303482,168479,172157
2023-06,Sales,324557,289028,114107,148979
2024-09,IT,629274,690168,330692,380063
2023-09,HR,753297,743007,389870,481351
2023-04,Marketing,778445,895424,466490,560721
2023-12,Operations,124229,111490,71255,67241
2023-12,IT,746731,591928,377396,504502
2024-11,Sales,702633,715176,360948,282836
2024-05,Marketing,638103,780219,372521,409726
2024-03,HR,756659,804872,446544,330912
2023-09,Finance,741996,1028291,406680,322498
2023-07,Sales,638236,663667,338404,402814
2023-10,IT,125066,128601,41698,39458
2024-04,Finance,359272,266348,197275,243976
2023-12,Marketing,623792,655826,234520,169756
2023-07,Operations,120500,122938,56530,58605
2024-06,Marketing,102340,97336,43147,37434
2024-03,Operations,179222,176280,72348,72400
2023-06,Marketing,84070,83382,33045,42372
2023-12,Sales,647573,633590,360457,475359
2023-11,Sales,697693,872650,370294,417298
2024-08,IT,458092,437705,209363,169752
2023-03,Finance,784863,800809,391916,340573
2023-02,Marketing,757036,720343,450707,484063
2023-06,Marketing,68262,74679,28619,26590
2024-12,Finance,152409,155641,70920,81465
2024-10,HR,266622,257666,122661,159629
2023-05,IT,729414,560834,423637,382374
2024-06,Marketing,538707,554435,218428,200023
2024-04,IT,573049,551760,341466,298077
2023-08,Marketing,471601,468163,184589,186778
2024-08,Marketing,85587,73442,28472,30118
2024-10,HR,178595,209312,63832,67230
2023-11,Sales,629419,694129,269307,319035
2023-10,IT,667307,781873,330268,366249
2024-12,Finance,470869,535678,214267,223093
2023-12,IT,549597,588661,226919,239657
2024-09,HR,225862,194902,105841,112490
2023-06,Operations,616306,752636,339980,354031
2024-08,Operations,167177,148567,92228,87472
2023-05,HR,242064,234267,125357,109002
2024-11,HR,538594,584281,315473,337979
2023-09,Sales,397328,433399,189549,184830
2024-04,IT,147292,157406,44525,50258
2024-10,IT,531159,505644,205706,218212
2024-02,Operations,94561,87673,37679,39647
2024-10,Finance,691269,901514,320885,384314
2023-08,IT,715430,712054,408844,343146
2024-08,Marketing,220097,215824,121369,159647
2024-07,Marketing,83779,76605,30969,22367
2024-02,Sales,304745,313692,138907,176081
2023-07,Sales,459832,470758,228878,247216
2023-05,Operations,670197,668892,399607,388175
2024-06,Finance,167715,175397,51889,43029
2023-02,Finance,571537,692488,250998,240977
2023-11,HR,150477,139731,89749,92032
2024-10,Sales,151688,152472,89975,97104
2023-08,IT,706157,651259,281910,357134
2023-01,Marketing,745249,771603,223578,237218
2024-10,IT,507606,472978,241630,265297
2023-12,Marketing,456810,428006,255850,282078
2023-02,Operations,622042,513095,247130,247344
2024-06,Marketing,103639,104855,60139,61412
2023-07,IT,254298,267412,101671,105123
2024-05,IT,62669,76660,30272,34630
2024-10,Finance,396653,419000,204916,187100
2024-11,Finance,202157,191248,81595,79474
2024-02,Sales,78787,65931,31960,35266
2024-12,IT,271692,231874,119815,106458
2023-07,Operations,336195,283924,185097,197507
2024-10,Marketing,760926,932412,251299,243294
2023-03,Sales,100615,104089,49245,55439
2023-06,HR,782450,727712,393732,494556
2024-08,HR,757622,670356,354083,342860
2023-02,Marketing,784250,703681,455454,529991
2024-05,Marketing,169123,156757,81280,87789
2023-12,Marketing,467960,541874,229474,227736
2023-12,Finance,440958,439373,211628,222419
2024-05,Marketing,67945,56143,35100,43688
2023-10,HR,795139,1015595,270842,277403
2023-03,Marketing,426279,367955,242247,301928
2024-08,IT,302565,281113,94626,97654
2024-06,Operations,205299,237575,101052,84695
2024-01,HR,798644,838430,387058,397891
2023-12,Operations,394638,372384,143031,118208
2024-05,HR,488746,416526,152592,152949
2023-04,Sales,103168,91200,35247,35126
2024-11,IT,126086,112370,48102,63616
2023-10,HR,696203,696790,393098,507648
2023-11,IT,81772,83646,45524,48383
2023-06,HR,451938,443876,144239,177659
2023-06,Operations,231214,230125,89429,88564
2023-09,Operations,641944,561003,363850,304147
2024-03,HR,407769,422112,151281,170822
2023-02,HR,136884,157917,81964,90505
2023-04,Finance,167129,163864,63016,57304
2023-05,IT,186949,182859,97537,89344
2024-05,IT,552240,557740,234767,279592
2023-08,IT,398472,451940,135828,108318
2023-08,IT,534789,477370,201372,228300
2024-10,Sales,263943,309895,132640,133015
2023-12,Sales,654483,687564,262524,297685
2024-09,Marketing,210756,211481,101423,121529
2023-08,HR,609190,697881,220319,202440
2024-07,HR,697862,598872,303272,266568
2023-03,HR,281620,299262,127763,162251
2024-06,HR,85571,89989,36268,37770
2024-09,IT,126752,112523,45551,50067
2024-07,IT,510160,538359,223687,265430
2024-07,Sales,791873,818794,402168,364286
2024-03,Operations,259803,254230,153146,181523
2023-06,Finance,749298,826878,402265,461004
2024-04,IT,631491,588164,220037,279557
2023-08,IT,632093,652597,241339,305990
2024-04,IT,287039,282503,92899,98427
2024-06,Operations,289185,267853,98523,114578
2024-08,Operations,122649,130050,46018,48626
2024-04,Sales,90910,88643,32714,35062
2023-11,IT,465977,383610,169659,149413
2023-07,Finance,337136,264271,124481,126513
2024-05,HR,260386,285041,101603,79330
2024-05,IT,105448,90002,35607,36653
2023-12,Sales,644191,665788,246950,308195
2024-01,Sales,322930,325059,163571,190836
2023-10,Finance,685604,655283,254304,271300
2023-07,Marketing,616994,761864,216905,221176
2024-02,Sales,571866,584195,183173,177485
2024-11,Operations,539660,588594,242842,221526
2023-01,Operations,283354,293038,156579,183635
2024-05,HR,327755,318648,104129,85359
